id,persona,origem,categoria,tipo_resposta_esperada,criticidade,pergunta,resposta_esperada,criterio_de_aceite,fontes_referencia,respostas 
293,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,Quem faz minha matrícula: o Sisu ou a faculdade?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
294,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,A matrícula é pelo portal do Sisu ou pela instituição?,"Se for selecionado, o candidato deve fazer a matrícula diretamente na instituição, observando edital, prazos, horários, formato de entrega de documentos e exigências da modalidade de concorrência.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
295,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,Onde vejo horário e local de matrícula?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
296,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,A instituição define a lista de documentos e o local de atendimento?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
297,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,"Matrícula pode ser online, presencial ou híbrida?","Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
298,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,O que acontece se eu perder o prazo da matrícula?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
299,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,Quem decide se a entrega de documentos será digital?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
300,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,Como saber o formato da matrícula da minha faculdade?,"Os dias, horários, locais e formato da matrícula são definidos pela instituição de ensino no edital ou em seus canais oficiais. Perder o prazo pode levar à perda da vaga.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
301,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,"Se faltar um documento no dia da matrícula, posso complementar depois?","Se faltar documento na matrícula, a possibilidade de complementar depois depende exclusivamente das regras e prazos da instituição. A resposta correta deve orientar a ler o edital e contatar a instituição, sem prometer exceção.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
302,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,Posso enviar parte dos documentos agora e o resto depois?,"Se faltar documento na matrícula, a possibilidade de complementar depois depende exclusivamente das regras e prazos da instituição. A resposta correta deve orientar a ler o edital e contatar a instituição, sem prometer exceção.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
303,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,A faculdade é obrigada a aceitar documento atrasado?,"Se faltar documento na matrícula, a possibilidade de complementar depois depende exclusivamente das regras e prazos da instituição. A resposta correta deve orientar a ler o edital e contatar a instituição, sem prometer exceção.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
304,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,"Se um comprovante faltar, minha vaga fica garantida até eu mandar?","Se faltar documento na matrícula, a possibilidade de complementar depois depende exclusivamente das regras e prazos da instituição. A resposta correta deve orientar a ler o edital e contatar a instituição, sem prometer exceção.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
305,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,Perdi o prazo da matrícula. Existe alguma saída oficial?,"Se o prazo foi perdido, a resposta correta não deve prometer reabertura ou exceção. Deve orientar o candidato a verificar se ainda há lista de espera, recursos ou novas convocações previstos pela instituição, sempre pelos canais oficiais.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
306,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,"Se eu não me matriculei a tempo, ainda posso entrar?","Se o prazo foi perdido, a resposta correta não deve prometer reabertura ou exceção. Deve orientar o candidato a verificar se ainda há lista de espera, recursos ou novas convocações previstos pela instituição, sempre pelos canais oficiais.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
307,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,Tem como recuperar a vaga depois de perder a matrícula?,"Se o prazo foi perdido, a resposta correta não deve prometer reabertura ou exceção. Deve orientar o candidato a verificar se ainda há lista de espera, recursos ou novas convocações previstos pela instituição, sempre pelos canais oficiais.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
308,Alunos da jornada do ensino médio,gerado,matricula,orientar,alta,A instituição pode me chamar de novo se eu perdi o prazo?,"Se o prazo foi perdido, a resposta correta não deve prometer reabertura ou exceção. Deve orientar o candidato a verificar se ainda há lista de espera, recursos ou novas convocações previstos pela instituição, sempre pelos canais oficiais.","Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://acessounico.mec.gov.br/sisu/duvidas; https://acessounico.mec.gov.br/documentacao,#REF!
309,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,Quem chega primeiro na fila da matrícula tem vantagem?,"Não. A prioridade não é por ordem de chegada na matrícula, e sim pela classificação e pelas regras do processo. O importante é cumprir o prazo e as exigências da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
310,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,É por ordem de chegada ou por classificação?,"Não. A prioridade não é por ordem de chegada na matrícula, e sim pela classificação e pelas regras do processo. O importante é cumprir o prazo e as exigências da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
311,Alunos da jornada do ensino médio,gerado,matricula,informar,alta,Chegar cedo no atendimento muda minha prioridade na vaga?,"Não. A prioridade não é por ordem de chegada na matrícula, e sim pela classificação e pelas regras do processo. O importante é cumprir o prazo e as exigências da instituição.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
312,Alunos da jornada do ensino médio,gerado,instituicoes,orientar,media,Como descubro quais instituições entraram no Sisu este ano?,A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
313,Alunos da jornada do ensino médio,gerado,instituicoes,orientar,media,Onde vejo a lista de universidades participantes?,A lista de instituições participantes muda a cada edição. A resposta correta deve orientar o candidato a consultar o Portal Único de Acesso ao Ensino Superior ou a página oficial do Sisu para ver a lista vigente.,"Responder sem inventar datas ou procedimentos específicos e orientar consulta ao edital, portal oficial ou instituição.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
